1,x1,x1^2,x1^3,x1^4,x1^5,x1^6,x1^7,x1^8,x1^9,x1^10,y
1.0,0.8514285714285714,0.724930612244898,0.6172266355685131,0.5255243925697626,0.4474464828165407,0.3809687196552261,0.3243676527350211,0.276175887185818,0.23514404108963932,0.2002083549848929,10.130045689285714
1.0,0.8557142857142858,0.7322469387755103,0.6265941661807581,0.5361855793461059,0.4588216600404535,0.3926202490917595,0.33597075600851994,0.2874949754987192,0.2460135576053326,0.2105173157222775,10.086402122142857
1.0,0.8614285714285714,0.7420591836734693,0.6392309825072886,0.5506518320741357,0.4743472210581483,0.4086162489972335,0.35199371163618826,0.3032174401666022,0.26120016631494447,0.22500528612558787,10.217840774285715
1.0,0.8671428571428571,0.7519367346938775,0.6520365685131194,0.5654088529820906,0.4902902482287557,0.4251516866783639,0.3686672483053812,0.3196871710305234,0.2772144468793253,0.2403845275082149,10.048226161428572
1.0,0.87,0.7569,0.6585030000000001,0.5728976100000001,0.49842092070000005,0.433626201009,0.37725479487783004,0.3282116715437121,0.28554415424302954,0.24842341419143568,10.060608315
1.0,0.8728571428571429,0.7618795918367347,0.6650120437317785,0.5804605124573096,0.5066591044448803,0.4422410183083169,0.3860132316948309,0.3369344065222024,0.29409560340723667,0.256703448116888,10.030690131071427
1.0,0.8842857142857142,0.7819612244897958,0.6914771399416908,0.6114633566055808,0.5407083110555064,0.47814063506194066,0.4228129330047732,0.3738874364713637,0.33062331882253443,0.2923654776444983,10.208443740357144
1.0,0.8857142857142857,0.7844897959183673,0.6948338192419824,0.6154242399000416,0.5450900410543226,0.4827940363624,0.42761757506383996,0.37874699505654397,0.3354616241929389,0.297123152856603,10.482665619642857
1.0,0.8914285714285715,0.7946448979591837,0.7083691661807581,0.6314605138525615,0.5629019437771405,0.5017868755956224,0.44730715767381196,0.398742380554941,0.35545035066611885,0.3168585983080831,10.680433686785715
1.0,0.8928571428571429,0.7971938775510204,0.7117802478134112,0.6355180784048314,0.5674268557185995,0.506631121177321,0.45234921533689376,0.40388322797936943,0.36061002498157985,0.3219732365906963,10.784794653571428
1.0,0.9014285714285715,0.8125734693877552,0.7324769416909622,0.6602756431528531,0.5951913297563577,0.5365224701089453,0.483636683769635,0.43596392494091385,0.39299033805388095,0.3542527190171413,10.645736114285715
1.0,0.9157142857142857,0.8385326530612245,0.7678563294460641,0.7031370102498958,0.6438726051002618,0.5896033426703826,0.5399082037881646,0.49440165518316215,0.4527306585320099,0.4145719315985976,10.604099142142857
1.0,0.92,0.8464,0.778688,0.7163929600000001,0.6590815232000001,0.6063550013440001,0.5578466012364801,0.5132188731375618,0.47216136328655683,0.4343884542236323,10.5136674375
1.0,0.9228571428571428,0.851665306122449,0.7859654110787171,0.7253337936526446,0.669379472428012,0.6177416274121368,0.5700872732974862,0.5261091122145373,0.4855235521294158,0.44806887810800367,10.713255486071429
1.0,0.9242857142857143,0.854304081632653,0.7896210583090378,0.7298354638942107,0.6745764930565061,0.623501415725085,0.5762934513916143,0.5326598043576777,0.49232984774202493,0.45505344498441447,10.805083355357143
1.0,0.9257142857142857,0.8569469387755102,0.7932880233236151,0.734358055876718,0.6798057431544475,0.6293058879486886,0.5825574505582146,0.539281754231033,0.4992208239167277,0.46213584842577077,10.738923389642858
1.0,0.9442857142857143,0.8916755102040816,0.8419964460641399,0.7950852154977093,0.7507876106342655,0.7089580151846421,0.669458925767212,0.6321604999030388,0.5969401291941552,0.5636820362819094,10.974696240357144
1.0,0.9457142857142857,0.8943755102040817,0.845823696793003,0.7999075532528114,0.7564840003619445,0.7154177260565818,0.6765807637849388,0.6398520937508992,0.6051172658044218,0.5722680428036103,11.480374372142856
1.0,0.9485714285714286,0.8997877551020409,0.8535129562682217,0.8096180042315703,0.7679805068710895,0.7284843665177193,0.6910194562396652,0.655481312775911,0.6217708452617213,0.5897940589339757,10.962996838214286
1.0,0.9557142857142857,0.9133897959183674,0.8729396763848397,0.8342809192877968,0.7973341928621944,0.7620236786068687,0.7282769156971359,0.6960246522876914,0.6652007034006651,0.6357418151072071,11.463662977142857
1.0,0.9671428571428572,0.9353653061224491,0.9046318746355686,0.8749082558975428,0.8461612703466236,0.8183588286066631,0.7914698956667299,0.7654644562376802,0.7403134812470136,0.7159888954346117,11.84909644892857
1.0,0.9828571428571429,0.9660081632653061,0.9494480233236152,0.9331717714952104,0.917174541126721,0.9014515489931201,0.8859980938675237,0.8708095551155091,0.8558813913135289,0.8412091388910113,12.21728914357143
1.0,0.99,0.9801,0.9702989999999999,0.96059601,0.9509900498999999,0.9414801494009999,0.9320653479069899,0.92274469442792,0.9135172474836407,0.9043820750088043,12.0940583225
1.0,0.9928571428571429,0.9857653061224491,0.9787241253644315,0.9717332387546856,0.9647922870492951,0.9579009135703715,0.9510587641877261,0.944265487300671,0.9375207338199519,0.9308241571498095,11.906255318571429
